1. Gender,2. Nationality,3. Age Group,4. I am from the following Faculty/ School/ College ,5. Please indicate your level of study.,6. Your current attachment with the University. I am a…,7. Years of study/work experience with the current University………………..,8. Years of study/work experience in total…………..,9. Please rate yourself in the knowledge of Green IT (GRIT),1. Nature of the Management of the University.,2. Approximately how many staff work in the present Campus?,3. How many branches does your University have in Malaysia?,4. Approximately how many students study in the present Campus?,5. How many buildings/blocks in the present Campus?,6. Where is your Campus located?,7. I am from ….,8. The University believes and greatly supports the concepts of Green IT (GRIT) and I can see a lot of progressive initiatives now.,9. The University is committed to invest in Technology and Equipment to establish and maintain Green IT (GRIT) Campus.,OC1,OC2,OC3,SC1,SC2,SC3,SC4,IAC1,IAC2,IAC3,TP1,TP2,TP3,TP4,PN1,PN2,PN3,PN4,PN5,PN6,ATB1,ATB2,ATB3,SN1,SN2,SN3,PBC1,PBC2,PBC3,GB1,GB2,GB3,GB4,GA1,GA2,GA3,GA4,GP1,GP2,GP3,GP4
Male,Malaysian,Above 59.,Accounting/Business/Law,Degree,Alumni,Above 10 Years,Above 10 Years,Aware of this,Government,Above 600,Above 5,"Above 15,000",Above 15,Within 10kms radius of the town/city,Universiti Kebangsaan Malaysia,The activities are not significant.,Disagree. Too slow and the investment is negligible.,2,2,3,2,2,1,1,3,3,3,3,3,2,3,2,3,3,3,3,2,2,2,3,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
Female,Malaysian,20-29,Computing/IT,Degree,Student,1-2 Years,3-5 Years,Aware of this,Government,301-600,This is the only 1,"10,001-15,000",Above 15,Outskirts of the city/town,Universiti Sains Islam Malaysia,The activities are not significant.,Disagree. Too slow and the investment is negligible.,2,2,2,4,2,4,3,3,4,4,4,4,4,3,4,3,4,4,4,4,3,4,2,2,2,2,4,5,4,4,2,2,4,4,2,2,4,4,2,2,4
Male,Malaysian,30-39,Computing/IT,Degree,Student,3-5 Years,3-5 Years,Aware of this,Private with sole Proprietorship,Above 600,This is the only 1,"5,001-10,000",5-Oct,Within 10kms radius of the town/city,Asia Pacific University (APU),"There are few activities though, but, need to do more.","There are few activities though, but, need to do more.",4,4,4,5,5,5,5,3,3,3,3,3,3,4,3,4,2,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3
Male,Malaysian,20-29,Accounting/Business/Law,Degree,Student,1-2 Years,3-5 Years,Aware of this,Private with Partnership,301-600,This is the only 1,"5,001-10,000",15-Nov,Outskirts of the city/town,Nottingham University.,"There are few activities though, but, need to do more.",The investment and the determinations are not that significant.,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Female,Malaysian,20-29,General Sciences,Degree,Student,3-5 Years,3-5 Years,Not sure,Government,101-300,3-May,"Above 15,000",Above 15,Within 10kms radius of the town/city,University Malaysia Sabah.,"There are few activities though, but, need to do more.","There are few activities though, but, need to do more.",4,4,4,3,3,4,3,3,3,4,3,3,3,3,3,4,3,3,3,3,2,2,2,2,2,2,3,4,4,4,3,3,4,4,3,3,4,4,3,3,4
Female,Malaysian,20-29,General Sciences,Degree,Student,3-5 Years,3-5 Years,Not sure,Government,101-300,3-May,"Above 15,000",Above 15,Within 10kms radius of the town/city,University Malaysia Sabah.,"There are few activities though, but, need to do more.","There are few activities though, but, need to do more.",4,4,4,3,3,3,3,4,4,4,4,4,4,5,4,4,4,4,4,4,1,2,3,3,3,2,1,2,2,4,2,1,3,4,2,1,3,4,2,1,3
Female,Malaysian,Above 59.,Accounting/Business/Law,Master,Alumni,Above 10 Years,Above 10 Years,Aware of this,Government,Above 600,This is the only 1,"Above 15,000",Above 15,Within 10kms radius of the town/city,University Malaya,The activities are not significant.,The investment and the determinations are not that significant.,2,2,2,2,3,3,2,3,3,4,3,2,3,3,4,2,3,3,2,3,4,3,3,2,2,2,4,4,4,4,3,4,3,4,3,4,3,4,3,4,3
Male,Malaysian,Above 59.,Accounting/Business/Law,Degree,Alumni,Above 10 Years,Above 10 Years,Aware of this,Government,Above 600,Above 5,"Above 15,000",Above 15,Within 10kms radius of the town/city,Universiti Kebangsaan Malaysia,The activities are not significant.,The investment and the determinations are not that significant.,4,3,3,5,5,5,5,2,2,4,4,4,4,4,4,2,2,4,4,4,2,2,2,2,2,2,1,1,1,3,2,2,3,3,2,2,3,3,2,2,3
Male,Malaysian,20-29,Languages,Master,Student,3-5 Years,6-10 Years,Aware of this,Government,Above 600,This is the only 1,"Above 15,000",Above 15,Within 10kms radius of the town/city,Universiti Kebangsaan Malaysia,The activities are not significant.,Disagree. Too slow and the investment is negligible.,4,4,4,3,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4
Female,Malaysian,30-39,Accounting/Business/Law,Degree,Support staff-Not involved in Teaching,6-10 Years,Above 10 Years,Not sure,Private with Partnership,Above 600,This is the only 1,"Less than 5,000",Above 15,Outskirts of the city/town,Nottingham University.,The activities are not significant.,The investment and the determinations are not that significant.,3,3,3,3,3,2,2,3,3,3,2,3,2,3,2,2,3,2,3,2,4,3,4,3,3,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3
Female,Malaysian,20-29,Accounting/Business/Law,Degree,Student,1-2 Years,3-5 Years,Aware of this,Government,Above 600,This is the only 1,"Above 15,000",Above 15,Outskirts of the city/town,Universiti Kebangsaan Malaysia,Disagree.,The investment and the determinations are not that significant.,4,4,4,4,5,5,5,4,4,4,5,5,5,4,4,4,4,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Male,Malaysian,20-29,Computing/IT,Degree,Alumni,3-5 Years,3-5 Years,Aware of this,Semi Government,Less than 100,3-May,"Less than 5,000",Less than 5,Within 10kms radius of the town/city,Wawasan Open University,Disagree.,Disagree. Too slow and the investment is negligible.,4,4,4,3,3,3,3,2,3,2,3,3,3,4,3,4,4,3,3,3,2,3,2,4,3,2,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4
Female,Malaysian,Above 59.,Medical/Dentistry,Degree,Alumni,Above 10 Years,Above 10 Years,Aware of this,Government,Above 600,This is the only 1,"Above 15,000",Above 15,Within 10kms radius of the town/city,Universiti Kebangsaan Malaysia,The activities are not significant.,The investment and the determinations are not that significant.,5,5,5,2,5,5,5,4,4,3,3,4,3,4,2,5,2,3,4,3,4,4,3,3,3,3,3,3,3,4,4,3,4,4,4,3,4,4,4,3,4
Female,Malaysian,30-39,Construction/Architecture/Surveying,Master,Researcher,6-10 Years,Above 10 Years,Aware of this,Government,Above 600,This is the only 1,"Above 15,000",Above 15,Proximity of the village/small town,Universiti Kebangsaan Malaysia,The activities are not significant.,Disagree. Too slow and the investment is negligible.,3,2,2,3,4,3,2,4,4,4,5,5,5,5,5,4,5,5,5,5,4,4,4,3,3,3,5,5,5,5,4,5,4,5,4,5,4,5,4,5,4
Female,Malaysian,20-29,PR,Degree,Alumni,3-5 Years,1-2 Years,What is this by the way?,Private with Partnership,101-300,3-May,"Above 15,000",15-Nov,Within 10kms radius of the town/city,Tunku Abdul Rahman University College,Disagree.,Disagree. Too slow and the investment is negligible.,2,2,2,4,3,2,3,4,3,4,2,3,3,4,3,2,4,2,3,3,2,3,2,3,2,3,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2
Female,Malaysian,20-29,Computing/IT,Degree,Student,Less than 1 year,3-5 Years,Aware of this,Semi Government,Less than 100,3-May,"Above 15,000",Above 15,Within 10kms radius of the town/city,Tunku Abdul Rahman University College,Strongly disagree because there is nothing yet,Strongly disagree because there is nothing yet,3,3,3,4,4,4,4,2,2,3,3,2,3,3,3,3,3,3,2,3,3,4,3,4,3,3,4,4,4,3,3,2,2,3,3,2,2,3,3,2,2
Male,Malaysian,20-29,Computing/IT,Degree,Student,3-5 Years,Above 10 Years,Heard once or twice,Semi Government,101-300,3-May,"5,001-10,000",Less than 5,Within 10kms radius of the town/city,Asia Pacific University (APU),The activities are not significant.,Disagree. Too slow and the investment is negligible.,3,3,3,3,4,3,4,2,3,4,4,3,2,3,3,3,3,4,3,2,4,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,3,2,2,2,3
Female,Malaysian,50-59,Construction/Architecture/Surveying,PhD,Lecturer/Academic Instructor,Above 10 Years,Above 10 Years,Aware of this,Government,Above 600,This is the only 1,"Above 15,000",Above 15,Within 10kms radius of the town/city,Universiti Kebangsaan Malaysia,The activities are not significant.,The investment and the determinations are not that significant.,4,3,4,4,3,4,3,3,3,4,3,4,3,4,3,3,4,3,4,3,4,3,3,3,3,3,3,4,3,4,3,3,4,4,3,3,4,4,3,3,4
Male,Malaysian,20-29,Computing/IT,Degree,Student,Less than 1 year,Less than 1 year,Heard once or twice,Semi Government,Less than 100,Above 5,"Above 15,000",Above 15,Within 10kms radius of the town/city,Tunku Abdul Rahman University College,Strongly disagree because there is nothing yet,Strongly disagree because there is nothing yet,2,3,2,5,4,4,3,3,3,3,4,3,4,3,3,2,3,4,3,4,2,2,4,3,3,3,1,2,2,4,2,2,2,4,2,2,2,4,2,2,2
Male,Malaysian,20-29,Computing/IT,Degree,Student,1-2 Years,3-5 Years,Aware of this,Government,301-600,This is the only 1,"10,001-15,000",15-Nov,Proximity of the village/small town,USIM,"There are few activities though, but, need to do more.",The investment and the determinations are not that significant.,4,4,4,4,2,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Female,Malaysian,20-29,Health Sciences,Degree,Student,3-5 Years,Above 10 Years,What is this by the way?,Government,Above 600,This is the only 1,"Above 15,000",Above 15,Within 10kms radius of the town/city,University Malaysia Sabah.,Strongly disagree because there is nothing yet,Strongly disagree because there is nothing yet,3,3,3,4,4,4,4,4,4,3,4,4,4,3,2,3,3,4,4,4,2,2,4,3,3,3,4,4,4,2,2,1,1,2,2,1,1,2,2,1,1
Male,Malaysian,20-29,Construction/Architecture/Surveying,Degree,Student,1-2 Years,1-2 Years,Heard once or twice,Semi Government,Above 600,2,"Above 15,000",Above 15,Within 10kms radius of the town/city,University Tenaga Nasional.,"There are few activities though, but, need to do more.",The investment and the determinations are not that significant.,4,4,3,2,4,3,2,5,5,5,5,5,5,4,2,3,4,5,5,5,3,5,5,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5
Female,Malaysian,20-29,Computing/IT,Degree,Student,1-2 Years,3-5 Years,Aware of this,Government,301-600,This is the only 1,"10,001-15,000",Above 15,Outskirts of the city/town,Universiti Sains Islam Malaysia,The activities are not significant.,Disagree. Too slow and the investment is negligible.,3,4,4,3,3,4,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,3,4,4,3,3,4,4,3,3,4,4,3,3,4
Male,Malaysian,20-29,General Sciences,Degree,Student,1-2 Years,3-5 Years,Aware of this,Government,Above 600,This is the only 1,"5,001-10,000",Above 15,Proximity of the village/small town,USIM,Disagree.,The investment and the determinations are not that significant.,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3
Female,Malaysian,30-39,Computing/IT,Master,Lecturer/Academic Instructor,6-10 Years,Above 10 Years,Aware of this,Government,301-600,This is the only 1,"10,001-15,000",15-Nov,Within 10kms radius of the town/city,Universiti Malaysia Terengganu,The activities are not significant.,The investment and the determinations are not that significant.,2,2,2,4,4,4,4,4,4,4,4,4,4,3,3,2,3,4,4,4,2,3,3,3,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4
Female,Malaysian,20-29,Arts,Degree,Student,3-5 Years,3-5 Years,What is this by the way?,Private with sole Proprietorship,101-300,3-May,"Less than 5,000",15-Nov,Outskirts of the city/town,Nottingham University.,Strongly agree.,Strongly agree.,2,2,2,3,4,4,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,3,3,2,3,3,3,2,3,3
Female,Malaysian,30-39,Accounting/Business/Law,PhD,Researcher,3-5 Years,6-10 Years,Aware of this,Private with sole Proprietorship,Less than 100,This is the only 1,"Less than 5,000",Above 15,Within 10kms radius of the town/city,Putra Business School,Strongly agree.,Strongly agree.,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Female,Malaysian,40-49,Engineering/Technology,Master,Lecturer/Academic Instructor,6-10 Years,Above 10 Years,Proficient,Private with Partnership,Above 600,2,"5,001-10,000",15-Nov,Outskirts of the city/town,MAHSA University,The activities are not significant.,The investment and the determinations are not that significant.,3,4,4,4,4,4,4,4,4,4,3,4,4,2,4,4,3,3,4,4,3,4,4,3,4,3,4,4,4,3,3,4,2,3,3,4,2,3,3,4,2
Female,Malaysian,20-29,General Sciences,Degree,Student,3-5 Years,3-5 Years,Aware of this,Government,Above 600,This is the only 1,"Above 15,000",Above 15,Proximity of the village/small town,Universiti Kebangsaan Malaysia,The activities are not significant.,"There are few activities though, but, need to do more.",4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,3,3,3,4,3,3,3,4,3,3,3,4,3,3
Male,Malaysian,20-29,Computing/IT,Degree,Student,3-5 Years,Above 10 Years,Heard once or twice,Semi Government,101-300,3-May,"5,001-10,000",Less than 5,Within 10kms radius of the town/city,Asia Pacific University (APU),The activities are not significant.,Disagree. Too slow and the investment is negligible.,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,4,3,3,3,3,2,2,2,3,3,3,2,3,3,3,2,3,3,3
Female,Malaysian,20-29,Health Sciences,Degree,Student,1-2 Years,3-5 Years,Aware of this,Government,Above 600,This is the only 1,"Above 15,000",Above 15,Within 10kms radius of the town/city,Universiti Kebangsaan Malaysia,The activities are not significant.,Disagree. Too slow and the investment is negligible.,2,4,4,3,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Male,Malaysian,Above 59.,Accounting/Business/Law,Degree,Alumni,Above 10 Years,Above 10 Years,Aware of this,Government,Above 600,Above 5,"Above 15,000",Above 15,Within 10kms radius of the town/city,Universiti Kebangsaan Malaysia,The activities are not significant.,Disagree. Too slow and the investment is negligible.,2,2,2,3,4,4,4,3,3,4,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Male,Malaysian,20-29,Design,Degree,Student,1-2 Years,3-5 Years,Aware of this,Government,Above 600,This is the only 1,"Above 15,000",Above 15,Within 10kms radius of the town/city,Universiti Kebangsaan Malaysia,"There are few activities though, but, need to do more.",Strongly agree.,4,4,4,4,3,3,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Female,Malaysian,30-39,Accounting/Business/Law,Master,Alumni,3-5 Years,Above 10 Years,Aware of this,Public Limited Company,301-600,3-May,"5,001-10,000",Above 15,Outskirts of the city/town,INTI International University.,The activities are not significant.,The investment and the determinations are not that significant.,2,2,2,1,5,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,4,2,2,4,4,2,2,4,4,2,2,4
Male,Malaysian,20-29,Accounting/Business/Law,Degree,Student,1-2 Years,3-5 Years,Aware of this,Private with Partnership,301-600,This is the only 1,"5,001-10,000",15-Nov,Outskirts of the city/town,Nottingham University.,"There are few activities though, but, need to do more.",The investment and the determinations are not that significant.,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4
Male,Malaysian,20-29,Computing/IT,Degree,Student,3-5 Years,Above 10 Years,Heard once or twice,Semi Government,101-300,3-May,"5,001-10,000",Less than 5,Within 10kms radius of the town/city,Asia Pacific University (APU),The activities are not significant.,Disagree. Too slow and the investment is negligible.,2,2,3,2,3,3,3,3,3,3,3,4,3,3,4,3,3,3,4,3,3,3,3,2,2,2,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3
Female,Iran,20-29,Engineering/Technology,PhD,Lecturer/Academic Instructor,3-5 Years,Above 10 Years,Aware of this,Government,Above 600,This is the only 1,"Above 15,000",Above 15,Within 10kms radius of the town/city,Universiti Kebangsaan Malaysia,The activities are not significant.,The investment and the determinations are not that significant.,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3,4,4,3,3,3,3,3,3,4,3,4,4,4,3,4,4,4,3,4,4
Female,Malaysian,20-29,Accounting/Business/Law,Degree,Student,1-2 Years,1-2 Years,Not sure,Private with sole Proprietorship,101-300,This is the only 1,"5,001-10,000",5-Oct,Within 10kms radius of the town/city,Sunway University,The activities are not significant.,The investment and the determinations are not that significant.,2,2,2,3,4,3,3,4,4,4,3,4,4,4,3,2,2,3,4,4,3,2,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3
Female,Malaysian,30-39,Engineering/Technology,PhD,Researcher,3-5 Years,6-10 Years,Aware of this,Government,Above 600,This is the only 1,"Above 15,000",Above 15,Proximity of the village/small town,Universiti Kebangsaan Malaysia,The activities are not significant.,Disagree. Too slow and the investment is negligible.,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Female,Malaysian,20-29,Health Sciences,Degree,Student,1-2 Years,3-5 Years,Aware of this,Government,Above 600,This is the only 1,"Above 15,000",Above 15,Outskirts of the city/town,Taylor's University,The activities are not significant.,Disagree. Too slow and the investment is negligible.,3,1,2,2,3,5,4,5,4,5,5,5,5,4,4,1,3,5,5,5,2,2,2,3,3,3,3,2,3,2,2,2,3,2,2,2,3,2,2,2,3
Male,Malaysian,40-49,Engineering/Technology,Master,Support staff-Not involved in Teaching,6-10 Years,Above 10 Years,Aware of this,Government,301-600,This is the only 1,"10,001-15,000",15-Nov,Within 10kms radius of the town/city,Universiti Kebangsaan Malaysia,The activities are not significant.,The investment and the determinations are not that significant.,4,3,4,3,5,3,5,5,5,4,2,3,4,3,3,4,3,2,3,4,4,2,2,4,4,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4
Female,Malaysian,20-29,General Sciences,Degree,Student,3-5 Years,3-5 Years,Not sure,Government,101-300,3-May,"Above 15,000",Above 15,Within 10kms radius of the town/city,University Malaysia Sabah.,"There are few activities though, but, need to do more.","There are few activities though, but, need to do more.",2,2,2,5,5,5,5,5,5,5,2,2,2,5,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,5,5,2,5,5,5,2,5,5,5,2,5
Female,Malaysian,20-29,Health Sciences,Degree,Student,1-2 Years,3-5 Years,Aware of this,Government,Above 600,This is the only 1,"Above 15,000",Above 15,Within 10kms radius of the town/city,Universiti Kebangsaan Malaysia,The activities are not significant.,Disagree. Too slow and the investment is negligible.,4,3,4,4,3,4,3,4,4,4,4,4,4,4,5,3,4,4,4,4,4,3,3,2,2,2,3,4,4,4,4,2,3,4,4,2,3,4,4,2,3
Male,Malaysian,50-59,Accounting/Business/Law,Degree,Parent/Guardian,6-10 Years,Above 10 Years,Aware of this,Government,Above 600,This is the only 1,"Above 15,000",Above 15,Within 10kms radius of the town/city,University Malaya,The activities are not significant.,The investment and the determinations are not that significant.,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,2,4,4,4,4,3,3,3,2,2,2,3,2,2,4,3,3,3,4,3,3,3,4,3,3,3
Female,Malaysian,50-59,Accounting/Business/Law,PhD,Lecturer/Academic Instructor,Above 10 Years,Above 10 Years,Aware of this,Government,Above 600,This is the only 1,"Above 15,000",Above 15,Within 10kms radius of the town/city,Universiti Kebangsaan Malaysia,The activities are not significant.,The investment and the determinations are not that significant.,1,1,4,3,5,4,4,2,2,2,5,5,5,3,4,2,4,5,5,5,3,2,2,3,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Male,Malaysian,20-29,Engineering/Technology,Degree,Student,3-5 Years,Above 10 Years,Not sure,Private with sole Proprietorship,101-300,This is the only 1,"5,001-10,000",5-Oct,Within 10kms radius of the town/city,Monash university ,The activities are not significant.,The investment and the determinations are not that significant.,2,2,2,4,2,4,4,2,2,4,4,4,4,4,4,2,2,4,4,4,2,2,4,2,2,2,2,2,4,4,2,4,4,4,2,4,4,4,2,4,4
Male,Malaysian,20-29,Languages,Master,Student,3-5 Years,6-10 Years,Aware of this,Government,Above 600,This is the only 1,"Above 15,000",Above 15,Within 10kms radius of the town/city,Universiti Kebangsaan Malaysia,The activities are not significant.,Disagree. Too slow and the investment is negligible.,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3,2,3,4,4,4,4,4,4,2,2,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
Female,Malaysian,30-39,Accounting/Business/Law,PhD,Lecturer/Academic Instructor,3-5 Years,Above 10 Years,Heard once or twice,Public Limited Company,Above 600,Above 5,"Above 15,000",5-Oct,Within 10kms radius of the town/city,Universiti Kebangsaan Malaysia,The activities are not significant.,The investment and the determinations are not that significant.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4
Male,Malaysian,20-29,Engineering/Technology,Degree,Student,Less than 1 year,6-10 Years,Not sure,Public Limited Company,Above 600,2,"10,001-15,000",Above 15,Within 10kms radius of the town/city,University Tenaga Nasional.,Strongly agree.,Strongly agree.,3,4,3,4,3,2,4,3,4,2,2,4,3,2,3,2,4,2,4,3,3,2,2,3,2,3,4,3,3,3,2,2,3,3,2,2,3,3,2,2,3
Female,Malaysian,20-29,Accounting/Business/Law,Degree,Student,1-2 Years,3-5 Years,Aware of this,Government,Above 600,This is the only 1,"Above 15,000",Above 15,Within 10kms radius of the town/city,University Malaya,The activities are not significant.,Disagree. Too slow and the investment is negligible.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
